CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2574,Male,1,No,Yes,42,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),74.28,3107.89,No
CUST2573,Female,1,No,No,48,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,61.28,2797.92,No
CUST2572,Female,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),65.93,1505.06,No
CUST2571,Male,0,Yes,No,4,No,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,115.84,446.04,No
CUST2570,Female,0,No,No,54,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,924.77,No
CUST2569,Male,1,No,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,32.08,883.23,No
CUST2568,Female,0,No,No,57,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,120.0,6639.05,No
CUST2567,Male,0,No,Yes,53,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,18.0,974.85,No
CUST2566,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),37.96,2670.22,Yes
CUST2565,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,45.29,473.64,No
CUST2564,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,69.39,4754.27,No
CUST2563,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,18.0,1331.96,No
CUST2562,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),50.04,366.69,Yes
CUST2561,Male,0,No,No,71,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,84.79,5781.18,No
CUST2560,Male,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.81,7658.72,No
CUST2559,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),82.6,5486.8,No
CUST2558,Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,667.35,No
CUST2557,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.65,452.15,No
CUST2556,Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.57,2088.92,Yes
CUST2555,Male,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),25.31,1299.15,No
CUST2554,Male,0,No,No,63,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,34.74,2142.17,No
CUST2553,Female,0,No,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,82.52,4053.51,No
CUST2552,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,42.57,1804.65,No
CUST2551,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),77.83,934.18,No
CUST2550,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.16,2767.51,Yes
CUST2549,Female,0,Yes,No,8,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,120.0,926.7,No
CUST2548,Male,0,Yes,No,42,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,45.36,1973.84,Yes
CUST2547,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.76,2064.81,No
CUST2546,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,102.99,4163.47,No
CUST2545,Male,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,74.16,3623.18,No
CUST2544,Female,1,No,Yes,32,No,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,582.07,Yes
CUST2543,Male,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.51,3661.16,No
CUST2542,Female,0,No,No,14,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,40.68,574.1,No
CUST2541,Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,40.84,2663.66,No
CUST2540,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,29.18,1423.31,No
CUST2539,Female,0,Yes,No,60,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,52.93,3131.41,No
CUST2538,Male,0,No,No,24,No,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.35,2023.93,No
CUST2537,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.22,1528.45,No
CUST2536,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,60.7,2222.14,Yes
CUST2535,Male,0,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),88.78,2215.63,No
CUST2534,Male,0,Yes,No,39,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,57.96,2306.57,No
CUST2533,Male,0,No,No,27,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),119.0,3079.37,No
CUST2532,Female,0,No,Yes,42,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,58.42,2525.74,No
CUST2531,Female,0,Yes,Yes,49,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),120.0,6033.55,No
CUST2530,Male,0,No,Yes,8,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),28.54,226.47,No
CUST2529,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,18.0,390.49,No
CUST2528,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),42.71,2624.89,No
CUST2527,Male,0,Yes,No,60,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.05,4145.19,No
CUST2526,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,46.14,2626.4,Yes
CUST2525,Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.48,1127.93,No
CUST2524,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.59,1164.34,Yes
CUST2523,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),99.04,99.04,Yes
CUST2522,Male,0,No,No,55,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.6,6022.85,Yes
CUST2521,Female,0,No,No,51,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.01,5216.34,No
CUST2520,Male,0,No,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,84.79,1297.78,Yes
CUST2519,Female,0,No,Yes,53,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.51,3468.16,No
CUST2518,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,120.0,6784.27,No
CUST2517,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),76.1,76.1,No
CUST2516,Female,0,No,Yes,43,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),52.53,2182.61,No
CUST2515,Male,1,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.14,1944.13,No
CUST2514,Male,1,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,38.2,110.95,Yes
CUST2513,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,22.91,198.77,No
CUST2512,Female,1,No,Yes,59,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,80.69,4742.06,No
CUST2511,Female,0,No,No,56,No,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),102.35,5697.63,No
CUST2510,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),62.53,246.19,Yes
CUST2509,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.76,2175.01,Yes
CUST2508,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.22,7064.8,No
CUST2507,Female,0,Yes,No,2,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.71,175.1,Yes
CUST2506,Female,1,No,No,70,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.53,4610.05,No
CUST2505,Male,0,Yes,No,60,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.24,3464.0,No
CUST2504,Male,1,Yes,No,5,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,75.83,361.38,No
CUST2503,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),87.44,4936.81,Yes
CUST2502,Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.47,1580.65,Yes
CUST2501,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.91,1800.08,No
CUST2500,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),50.29,1709.98,No
CUST2499,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.79,4154.41,No
CUST2498,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),49.81,1970.72,Yes
CUST2497,Male,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,246.62,Yes
CUST2496,Female,1,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.42,3343.85,No
CUST2495,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.03,340.67,Yes
CUST2494,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,38.11,2769.03,No
CUST2493,Male,1,Yes,No,3,No,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.7,240.52,Yes
CUST2492,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.81,319.13,No
CUST2491,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,101.28,6549.75,No
CUST2490,Male,0,Yes,Yes,16,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.32,1543.87,No
CUST2489,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,120.0,2069.76,Yes
CUST2488,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.33,3701.03,No
CUST2487,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,101.26,2816.66,Yes
CUST2486,Male,0,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.0,807.42,No
CUST2485,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,39.93,2345.89,No
CUST2484,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),18.47,142.25,No
CUST2483,Male,1,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.64,3491.79,No
CUST2482,Female,0,Yes,No,56,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,31.84,1870.2,No
CUST2481,Male,0,Yes,Yes,53,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),57.96,3063.34,No
CUST2480,Female,0,No,No,24,No,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),40.06,929.91,No
CUST2479,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,55.84,2972.47,Yes
CUST2478,Female,0,No,No,42,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.7,5093.31,Yes
CUST2477,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,86.11,2045.87,No
CUST2476,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,84.78,84.78,No
CUST2475,Female,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,75.26,803.75,No
CUST2474,Male,0,Yes,No,38,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,73.9,2787.18,Yes
CUST2473,Male,0,No,No,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.35,1518.45,Yes
CUST2472,Female,0,Yes,No,68,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.46,3153.98,No
CUST2471,Female,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),23.97,159.8,No
CUST2470,Female,0,No,No,17,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,111.02,1832.65,No
CUST2469,Female,0,Yes,No,22,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,395.25,Yes
CUST2468,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,61.95,720.75,Yes
CUST2467,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,63.45,4266.19,Yes
CUST2466,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,83.08,2053.91,Yes
CUST2465,Male,0,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.27,4180.42,No
CUST2464,Female,0,Yes,No,72,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),32.34,2284.91,No
CUST2463,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.8,2061.62,Yes
CUST2462,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.45,1514.81,Yes
CUST2461,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,80.12,2482.36,No
CUST2460,Male,0,No,No,33,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.1,2359.55,Yes
CUST2459,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,81.48,2977.56,No
CUST2458,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),59.71,1976.21,Yes
CUST2457,Female,0,Yes,No,48,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,88.08,4327.06,No
CUST2456,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),45.68,3149.45,No
CUST2455,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,108.78,7823.16,Yes
CUST2454,Male,1,No,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,64.48,4458.98,No
CUST2453,Female,0,Yes,No,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.14,4351.0,No
CUST2452,Female,0,Yes,Yes,21,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),19.74,434.38,Yes
CUST2451,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,18.0,572.47,No
CUST2450,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.66,4551.7,No
CUST2449,Female,0,Yes,Yes,13,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,18.0,240.99,No
CUST2448,Female,0,No,No,42,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.18,1681.41,No
CUST2447,Female,0,No,Yes,56,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.14,3588.75,No
CUST2446,Female,0,Yes,No,44,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.95,4032.75,Yes
CUST2445,Male,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.36,252.81,No
CUST2444,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.0,2340.2,Yes
CUST2443,Male,1,No,No,36,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.03,4020.03,Yes
CUST2442,Female,0,Yes,Yes,10,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,One year,Yes,Electronic check,50.93,494.54,Yes
CUST2441,Male,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.03,2400.82,No
CUST2440,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),50.39,3150.06,Yes
CUST2439,Female,1,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.9,1616.01,Yes
CUST2438,Male,1,Yes,Yes,70,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),48.68,3318.95,No
CUST2437,Female,0,No,Yes,36,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),62.38,2137.64,No
CUST2436,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,58.34,1015.25,No
CUST2435,Male,0,No,No,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.71,1487.56,Yes
CUST2434,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),104.21,405.18,Yes
CUST2433,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.34,2881.67,No
CUST2432,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),100.96,5799.1,Yes
CUST2431,Female,1,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.03,934.36,Yes
CUST2430,Male,0,No,Yes,7,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.93,541.88,Yes
CUST2429,Female,0,No,No,69,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,120.0,8661.69,Yes
CUST2428,Female,1,No,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),28.02,1923.6,No
CUST2427,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,90.22,2380.8,No
CUST2426,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,92.9,4668.76,Yes
CUST2425,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),36.67,536.22,Yes
CUST2424,Female,0,Yes,No,64,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),69.69,4285.67,No
CUST2423,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.59,4143.04,Yes
CUST2422,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,99.53,505.49,No
CUST2421,Female,0,Yes,No,48,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Electronic check,105.18,5132.75,Yes
CUST2420,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.19,549.11,Yes
CUST2419,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,90.21,1472.52,No
CUST2418,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.14,647.38,Yes
CUST2417,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,104.53,329.0,Yes
CUST2416,Male,0,Yes,No,59,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),70.81,4260.14,No
CUST2415,Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,120.0,1823.51,Yes
CUST2414,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,67.21,1869.58,Yes
CUST2413,Male,0,Yes,No,38,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,117.73,4683.84,No
CUST2412,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,No,Mailed check,94.2,2747.87,No
CUST2411,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),81.68,3768.31,Yes
CUST2410,Male,0,No,No,29,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),91.9,2743.43,Yes
CUST2409,Female,0,No,No,23,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,52.08,1158.47,No
CUST2408,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,44.87,2817.06,Yes
CUST2407,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,82.33,1133.85,No
CUST2406,Female,1,No,No,21,No,No,DSL,No,Yes,No internet service,No,No,No,Two year,No,Electronic check,28.99,610.37,Yes
CUST2405,Male,0,No,Yes,37,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.95,2148.67,No
CUST2404,Female,0,Yes,No,60,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,35.55,2044.03,No
CUST2403,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),86.24,2612.69,Yes
CUST2402,Male,1,No,No,18,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,61.12,1064.24,No
CUST2401,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,378.83,Yes
CUST2400,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,120.0,3505.98,Yes
CUST2399,Female,0,No,Yes,47,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.08,3260.42,No
CUST2398,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,52.27,1830.47,No
CUST2397,Male,1,Yes,No,13,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,92.94,1185.59,Yes
CUST2396,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),40.08,865.93,No
CUST2395,Female,1,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.33,494.85,Yes
CUST2394,Male,1,No,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,84.27,942.35,Yes
